sentiment,text
0,"@outoutout dunno..I've emailed their website + a&amp;r, sent a tweet, but no replies.They've probably got bored of fan-remixers bugging them "
0,"Wishing I could get some sleep, but that probably isn't going to happen tonight "
0,Riry is being a pain and nomming on my hand. Should not have sprayed her with that cat nip mist as a joke.  now she is craaaazy
0,@Silverlines aaaah.. jadi tiba2 pingin butter sugar toast huhuu 
0,Thats messed up 
0,"@jennnnie yes, and the next project's wool is hiding from me...it was there on friday when i went to craig's place "
0,Why do those project reports for school need so many words.. am 700 words short 
0,@InspiredWriting I love how I can - could - easily read and tweed while working. With twitter.com I'm reloading all the time 
0,"@teleken Unfortunately, I don't. sorry  Hopefully you do find someone who can, though!"
0,Hang on. Does anyone use fax machines any more??? 
0,@drjackdr oh did you see the disaster? really an horrible situation 
0,"just put a bid in for signed panic at the disco poster, unfortunatly the fall out boy one is already over my limit "
0,@antzpantz well I obviosuly missed evcery single one 
0,"@jordynhill7 oh i cic, so much meaning to that ring. but i have a feeling i'd lose it "
0,"@lissie45 sorry, just saw the post, signed up even before i finished reading lol....these guys are gold. feel bad for those who paid 600 "
0,"i just did the sweetest ol boy, he was 88 and telling me about when he was in the war "
0,"@swellvintage A lot better today, thanks! Unfortunately being sick did not mean loss of apetite for me.  x"
0,@sminchin1977 sorry to hear you're unwell.  It's the school holiday syndrome again 
0,Is waiting for the scrappers to come to pick up his old Saab 
0,everyone hates me so much  
0,does not know how he got home last night 
0,4 hours laying down on a flattened bean bag FTL 
0,and it was a great song too 
0,ooo Dr Who is on in HD...... ok ok I'm officially a sad techy geek 
0,"Valium, I needz it "
0,@SeptMourningM Texas is far from phx! LOL  what part?
0,@LuckyRivera and it was a great song too 
0,ouch my toenail... aaaaaaaa 
0,Babysitting This Morning  Stiil It's An Excuse To Watch The Chute On CBBC.
0,Man! Did I had a wacky dream this early morning .... loggin here ... looks like ATS is spamming me with updates 
0,I was in such a good mood this morning. Now? Not so much anymore. Stupid work! Stupid cellphone provider! 
0,i still cant understand linked in. what sthe point of it again? just got bakc from shoot. bloody exhausted. i need a hug 
0,"Forgot about shitty co-op, ugh. "
0,Is looking for a dress for her friend but can't find it 
0,enjoying lunch at the lake of constance - uh that would be cool! but impossible 
0,"I really want a new job  not particually a better one, just a new one...."
0,@shaundiviney  I want pizzaaaa. 
0,windows mobile doesnt allow me to write the stack pointer 
0,Need to go and do some college work and then go to work having had no food  !
0,"terrible toothache, feeling very grumpy. 44 hotels to write about in my work queue "
0,PyPI fail: Installing Markdown with pip and easy_install downloads the Python 3 version 
0,y isnt it as sunny as yesterday 
0,Deadline ahead 
0,"@karinhoegh So true. I love Frienfeed, but there are so many cool apps out there that delivers value and so little time "
0,damn!!! I m missing twitter... have been very busy off late and have not got enuff time to be active on twitter...  missing all d action!
0,Why must we continue to say hurtful things? When can we be at peace? That's all I've EVER wanted!! Grr 
0,@savicevic Aww.  I won't be that roommate next year!
0,bye every one im going to stop being a 3tfan   i cant do this any more im a fan only becouse i want to date taryll and he dosent want me .
0,"@ianmack First season yes, descended into creepy teen boy humour in season 2  Still &lt;3 Mulder/Moody though."
0,"@iphoneincanada no wait, their $10-cheaper package has 150 more voice minutes! It's cheaper and substantially better! Messsedd upppp! "
0,i suck at making jelly cakeeeee. 
0,@swati121 SWATI!!! omg i missed you soo much  have you heard the new jls song 8-) ahaa youre probs all jetlagged right now...
0,"Argh??? Fantasy Surfer Carnage??? Dane, Marlon &amp; Nat C all out!  #fantasysurfer"
0,feels slightly ill. Guess i shouldnt have eaten Mc Ds after all. 
0,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)"
0,wishing she hadnt drunk so mush yestaday 
0,I just got an amazing new pedal.... and I just blew both of my speakers. 
0,I wish I was in Sydney! 
0,@craigelder proof reading Defra Greener Living Fund bid - only a Govt dept could have a grant application deadline this close to Easter 
0,"@hairpins ohh how i envy you natalieeee! i need a new wardrobe, and something to wear out the weekend after this! "
0,@AnotherA   
0,@swati121 yeah i havnt got any crad/unlimited to text/call either  sucks. will catch up with you today sometime!! xxxxx
0,is sad coz alison's leaving england to france tonight 
0,"needs a mouse, looks like my lappy's touch pad is giving up na.  http://plurk.com/p/n0ni4"
0,what do u do when u find out that the person u supported and stood behind since day 1 tells u that in the past they tried to blow u off. 
0,Off out to doctors appointment. 
0,NASA lost RAW footage from the Apollo 11 mission?  http://www.wired.com/wired/archive/15.01/nasa.html
0,winter is slowly creeping into Cape Town  not looking forward to it...
0,"@cheekybeer Document Management Systems always a good idea, although rarely seems to happen in practice "
0,"i hate this time, i am super bored but everyone is sleeping "
0,About to ge ready for work as i have a 9 hour shift ahead of me  x
0,"@greyhoundgal omg front page! i'd be so excited, congratulations. sorry about torres hurting his paw tho  is that your dog?"
0,I'm so tired for no reason (other than going to bed late and sleeping in lately)... it makes me angry... 
0,@Denpasar good luck!!! look forward to the update. run not an option in this wind seriously!!!! blowing a real gale 
0,LAST DAY AT LSHS TOMORROW 
0,Can't smell Tyson any more ... 
0,wishes twitter had a translator!! Twitter just hasn't caught on in the southern hemisphere yet!! They'll get there aventually I guess! 
0,"@ChristinaStokes Is SH working for you? For me, It says that the website is down? "
0,alone at the office 
0,@J_xox ohh i hope so  not stopin till i get a reply! lol i wunder if Marvs read all the VS lyrics haha i can imagine his nxt blog about it
0,@kleinjinx it seems like my in-laws are coming over easter. we will have to meet another time. 
0,My camera spoil 
0,sooo not motivated to do work 
0, It still wont let me log in I know my user's thier cos anth sent me a friend request
0,"is still waiting for a dispatch, and just got up about an hour ago, after sleeping 4 hours. Guess I'll go back to bed "
0,Going to sleep have a busy day going to meetings and stuff - miss my girl shes in switzerland 
0,@marthagoneMAD  agreed. I wish it could just be pure and easy fun.
0,"urgh. my head hurts. think I've had about 7 hours sleep, but the cat was miaowing...   no rest for the wicked!"
0,one hour late-bad plumbers 
0,I really wish I was 100% better so I could be 100% awesome at work.  
0,i better be allowed to go to sway sway baby concert or i'll seriously cry 
0,"@Silverlines tadi di PIM udah sempet lirik2 mesra, tapi baru abis makan  definitely putting it in my agenda next time i go to PIM! "
0,"Marley and Me. I am crying like a kid, but a good movie. Have a good night people "
0,i've lost my favourite mac lipgloss...i'm so upset about it....i never lose things 
0,Pretty sure everything electrical in my house is slowly dying on me  [Like I have enough money to replace all my stuff!!!]
0,"Bed is *painfully* tempting right now, but if I take a nap I'll probably wake up at 4pm "
0,is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money 
0,"@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment "
0,"I want FFXII really bad, I never got a chance to play it. "
0,In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! 
0,Bah! Hairline fracture in the impellor hub  #titsuptuesday
0,Morning everyone. Bad dream woke me up 
0,@meatrack no more sneaky late arvo surfs now man  i feel the late arvo glass off is now a distant memory of summer.
0,can't sleep....i have to wake up in 4 hours 
0,@samdj1210 Unfortunately it didn't work. But thanks for the advice. I am bed ridden today 
0,Dear FBDimms please give me my 4GB of memory back.. I used to have 8  Running 90% full = crippled PC
0,searching for a job in Berlin in summer time...don't speak german... 
0,Piccy coming soon  -off to watch 90210. God i wanna move to america soo baadd 
0,"Oh no, it's a Harrods day  now I really will be sick."
0,"@tombot18 Never mind, it didn't work anyway "
0,has been sick  and her back is veryyy bad. watching american history x. wanna watch american beauty though. buy it meeee.
0,Entered a online poker tournement against 49 others... finished 18th 
0,isnt very happy with twitter at the moment.. wont let me upload my picture  wishing dougie or tom would reply to me..
0,"trying to extend reading the watchmen by not reading it at all, i dont want it to end "
0,@lucygooesy haha nice barbie backgroud! he still hasnt replied  lol
0,well it sunny outside..... but im stuck indoors far far away from a window  roll on dinner
0,@Rhinecruise09 You're absolutely right 
0,back to bed for me 
0,"i have failed you, martha. "
0,I don't want to be a grown up yet... 
0,as usual ... cooking what I hate 
0,"incredibly, immensely indecisive "
0,so my wish didn't come true  go to hell carolina   
0,yay! 2am and not a bit tired. 
0,@boagworld The profile picture makes a happy return! I think I need a new promo picture 
0,"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... "
0,"@moony394 i'll miss him too, bb  the episode seemed unimportant after foreteen found kutner, so i stopped watching."
0,except for the fact JW stuff is out and it rocks... shame I'm skint! 
0,@taitaisanchez omg i know i am so sad 
0,Ternyata hanya gue yang make twitter ....  
0,Being in pain as I have done my back in 
0,@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops 
0,"Off to work   ahhhh, such is life for the poor &amp; unknown... was thinking earlier how much loot that Miley Cyrus has at age 15 ..."
0,Sitting @seb and waiting for hours. Bad customer service 
0,"Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever "
0,@Yuddylicious He hatez me. 
0,I really should be sleeping already but just can't seem to get to bed before the sun comes up. Progress on sorting out life is slow+hard. 
0,@jjprojects  maybe a broken mbp from eBay? One with a broken screen or something. Good luck.
0,No O2 GPRS  Anyone else with issues?
0,@Ryuoky No sun here  and I was hoping to sit out on the balcony 
0,the maine- please out me to sleep! i have tests in the morning! 
0,WANTS TO BUY BIG BANG THEORY ON DVD!!  byeeee.x
0,Fucking boredom... Makes me wanna go have a smoke... 
0,@kimberley_ lol awww!  I want a cuddles now  you almost made my eyes  leak. love you too &lt;3
0,Sleep for now then get up in 4 hours  then a very busy week aghhhhh
0,@phil_hellmuth So sad 
0,"My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two "
0,Pure hurt my neck at the gym 
0,work time 
0,I'm not ready for school yet 
0,Today's plan: driving back to Vienna: spring cleaning in my flat 
0,@HippyDi that's sad 
0,"suck , when you know you haven't done anything wrong , but it feels like you have "
0,@dian_yach I would love to swim but don't know how  
0,"Mmmm, i want eatser show on the 14th; not 15th   this is bad for me  Maddie D:"
0,"Today I'm really amazed (scared) by how many basic errors I find on e-commerce websites. Wrong error messages, no loading icons, etc. "
0,why won't twitter let me change my picture? 
0,"@ZoeAimee I'm trying to research some dude for my english assignment that is due tomorrow, and my internet keeps freezing and won't load "
0,"just got up, pshhh going on the trampoline, even though I am all sore "
0,Homework 
0,@pmarnandus re: daily gossip.. well the twitter gossips are mostly from E! Online which I cannot access!! 
0,http://twitpic.com/2y7bg - This is Ashley from Kick's afternoon show. He's not impressed with the Twitter 
0,@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!
0,English revision class 
0,"Laptop died on me yesterday    Have to reinstall, but its the perfect time to try out Windows 7 (beta)"
0,finalising annual report for 2008... Ugh 
0,2 hrs need to go by quick 
0,@shannanstedman haha i got to be up at 8  and sit through a 2 hr mass. umm like 2 ish ..is that alright? is that too late?
0,has got to go into college today  in the holidays (((( !
0,"@DG8ball yeah? If you get spraying, I'm going to have to pay you to spray my M3 at some point. They dont to e46 M3's in white in europe, "
0,@NathnaelB I would love to be ill next week dude... but no pay 
0,@Vixens not so innocent after all 
0,What happened to last night's twits? They've gone and run away! 
0,@BenjaminReid Your internet still down?? :O 
0,thinks she is going to be at this traffic light all night  haha
0,Edict just been announced. No social networking using the office system  OK Tweet this then evening chaps 
0,bored in tec 
0,@spitorswallow wish I could...but the seasons don't change 365 days of the year. 
0,#heyxboxlive Probably shouldn't mention any show with Drew Carey considering what he's done to Major Nelson 
0,Man im too fucked to be in work 
0,still in the business plan meeting.. Too many back to back presentations 
0,Sitting outside doctor's surgery so it's my turn now  bah what a holiday !!!
0,@Donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in !!!!!!
0,finally home... sooo tired.. 
0,omg breech again *sob*   
0,whitout friends 
0,"is pisses off, legs ++ feet in loads of pain, running from a old man who tryed too trash our tent :O "
0,not going swimming 
0,@_Jaska Some things... they just never get old. http://tinyurl.com/holdisgiantcherry I miss Maya. 
0,wants to go Shopping! 
0,"Making a short video, Windows movie maker has crashed for 20th time   but my middle name is perseverence :p , should finish the video soon"
0,"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply  "
0,@jardinjaponais *hugs* I hope your day gets better. Cell phone providers are made of suck 
0,"Rode river circuit, asthma hit hard :O Too wet to mow  Amazed or amused that W/pac cr limit raised, celebrated with Coles' shop, etc. ;)"
0,"ss favourite youtube clip, lightning mcqueen singing &quot;barbie girl&quot;, has been taken down. "
0,"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today "
0,Twitter was down when I went to bed last night.   But now it back and so am I!
0,"try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos "
0,"@livinginfiction outdoors man..can't get to the gym this week, no time no time  dinner soon babe! early next week? or brunch sunday."
0,dramaa assignmenting is gay. too sick but i have to do it 
0,"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.  "
0,"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet. "
0,@marissamonotony why 
0,@re303 Congrats!!! Bella misses you 
0,first cold night of the year 
0,"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there   "
0,hasnt done any work  oh well!
0,my msn hates my guts. i wanted to go out tonight 
0,My dog passed away in the night  full on gutted.
0,"Mum just called, now my sister is in hospital "
0,still at work 
0,Still stuck with the Microsoft specialist... Won't this day ever end! 
0,Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am 
0,a day of nothing...bliss!! miss my boy tho 
0,Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.
0,Why is it so hot today??  
0,Playing PKR online poker and has a headache 
0,"is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs "
0,"@elanorelle Niceee... we ran out of filter coffee art work , not good  , forgot my bread to make toast bad start to the day"
0,"@alessandrod: dude.. hope you guys are alright, except the home/car "
0,What a lousy day  ... buh...
0,@rakeman It was in the 80s F just last week! 
0,just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..
0,@RoBaBaNks I can't sleep either 
0,i have the flu 
0,@theonewithkatie please! I need someone to go to IT with me. 
0,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx"
0,@Deemaah but i offered to clean twice 
0,"@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me "
0,Can't get past 43 in flight control  http://twitpic.com/2y7f2
0,"morning!! good mood, bad pain. lovely day for staying in bed again "
0,is a twitter loner!!! 
0,i can't breatheee... i hate being sick! 
0,It is snowing in Tennessee too!! 
0,"@DreadKey I???m K.O'd ..  battered and bruised! ... my arm .. The tambourine..,  self conflicted pain! "
0,i have to wake up in 5 hours  laameeee
0,my interwebs is so fraked up that I can google maps something on my iPhone (3bar GPRS ..no 3G!) faster than my 10Mbps cable connection! 
0,"isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life "
0,@sam_piroton hope so - I don't have an iPhone (@lauraoliver) 
0,what is this?? I feel  hotter.. I'm sicker than ever 
0,@xguccishoesx  Seems tony is away in Sheffield 
0,@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him 
0,tomorrow is another day....damn tomorrow is already today 
0,"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it "
0,Anticipating a slow empty boring summer 
0,is off to Italy today! No more Starcraft for a couple of weeks though 
0,Awake ..why can't I sleep..... Got to work @ 6AM -4hours 
0,@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p
0,@Dannymcfly haha! tell me about it!.. i dont get it either  x
0,"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks "
0,@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!! 
0,My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?
0,"@SmashleyPants Awwwww    *virtual flowers, chocolates. hugs, and kisses* &lt;3"
0,"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )"
0,Out of stock on xbox 360 limied edition red Elite at the moment  . I must have one!   http://twitpic.com/2y7g0
0,Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle 
0,"@nicholasbraun aww no fair, you didn't check the pic i sent you "
0,@heidimontag we don't get to see season 5 of hills till may 
0,"Driving to my parents and chilling with them. Well the sun is shining, but I don't feel so well today "
0,"@DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum "
0,has the biggest headache  But a second job! Woo!
0,can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore 
0,"No, that's not him in the picture. I don't have any pics yet "
0,"Working rite now, but have a MASSIVE Headache building, and feeling very sick.  ."
0,@darkened_jade Yep.....WORK....started badly and has gone rapidly downhill!  Story of my life to be honest 
0, have to work on homework tmrw...
0,"@moony394 LOL ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me "
0,@mistystilletto if it had happened to anyone else i would have peed myself laughing. I scraped my leg 
0,@reldred yes #babypunch is totally addictive 
0,I'm yet thinking of earthquake in Abruzzo(Italy) 
0,think i need to start buying and using wrinkle cream 
0,"Oh man, I can't find a Tenori-On anywhere! What am I going to do?! "
0,It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently.  Damn it lukey 
0,finally home now... so hungry and now one is home 
0,Suppose I should start revision and stop putting this mornings session off. Tweet soon 
0,"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out "
0,@GetSmart86 U watching Loser? I wanna cry for Sean 
0,wants someone to come back 
0,Wishing I hadnt skipped breakfast this morning...hungry! 
0,@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it 
0,@jsparsons I am starting my prep. for the PMP exam tomorrow.  Can relate the feeling.
0,@Izzy_Artest Miss you too...  It's been too long! Come back!
0,"Was going to make a site updates twitter account but nahh, it won't work "
0,gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit! 
0,"Am gutted, checked weather report for the wrong day! No fishing for me today "
0,@cadelofficial http://twitpic.com/2ved8 - I love mountains.. but i live in belgium.. 
0,looks like baby is going to be born in PI 
0,might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not 
0,Why are there kids shows on PBS right now? Its supposed to be Nature! 
0,I suck at French 
0,"@Cynnergies Yep, I also seem to get a real slowdown most evening after around 6pm GMT "
0,all work and no play does not a happy Linda make  Can't wait for the holidays!
0,"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough "
0,"@rainarcher can only fit 4 people max and its full  otherwise, you know, it would be yours .. sowwi!"
0,@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.
0,I always get insomnia at the most inopportune times. 
0,you've all failed me 
0,i can't enjoy the weather 
0,I am officially alone on my Twitter 
0,ive been awake for so long it feels about 6pm   meh 
0,@StevenGhysel That seems to be a problem with Twitter's timestamps. Not much we can do about it 
0,"Well, this day... I would like to go out in the sun instead of sitting here looking at Excel... "
0,When I get mine I???m going to do a tour of Copenhagen with it ???;) Hmmph I can't top that  .. must get thinking .. http://tinyurl.com/c2trgj
0,"Just finished watching the new Heroes episode....God, I can't wait for next weeks episode  Heroes FTW"
0,Work is dragging... Pretty tired only got about 2 and a half hours sleep 
0,"Urg,colds suck "
0,Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j
0,Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding  FUCK!!!
0,"About to go looking for shoes for my brother, looking forward to Torquay in April. Not as sunny as yesterday here "
0,"just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. "
0,"is boarding EK348 - as usual, no upgrade from EK Colombo "
0,missed some good oppertunities... 
0,@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner
0,"Babies a bit sick  poor honey. Having a relaxing day otherwise in Israel, enjoying all the fam."
0,Best birthday ever. Untill the house sold. 
0,Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks
0,Does Not Want co-worker's various lurgies 
0,"@JamboTheJourno I am indeed, the one with my RLC interview in. Good stuff, thought I'd finally found something no-one else had "
0,"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently "
0,Working too  Need a break too!!!!
0,"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore "
0,"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends "
0,@Muzzzza ur as bad as @KateEdwards 
0,@tombot18 Oh dear. That means I won't be driven away to do something more productive 
0,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!"
0,"got up, an hou ago, now lerning again. really boring stuff "
0,@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?
0,"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled "
0,Nothin like throwin up on your customers front door 
0,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x
0,"@xissyx we can't go to robina, all the shops will be closed because its good friday "
0,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really."
0,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. 
0,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. 
0,Not good.....Munchkinster is not feeling well 
0,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?
0,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. "
0,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm
0,ahhh!! my webcam is messed up and won't turn on! 
0,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho 
0,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished 
0,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested."
0,i just grew another chin 
0,I'm in a confused state whether to implement a tab interface in the application currently i'm working in. 
0,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet "
0,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more 
0,"@_GERM damn it, it's so true  i need help!"
0,needs a ride to work  im not liking the pospect of the 84 bus!
0,drinking milk+being on youtube+lonely  || Emiliiee?!
0,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC "
0,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them 
0,Its bad that we cant buy it here 
0,"these days i don't feel like twittering,  don't know why..."
0,Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!
0,Frankfurt three times but I dont understand it 
0,Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password 
0,"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me. "
0,"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!"
0,@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!
0,@overheardatmoo Wish I could have participated this time 
0,Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket
0,I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb
0,"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately. "
0,has got work again today 
0,@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now 
0,Insomnia kickin in  I hate this!!!
0,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him 
0,dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(
0,"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting "
0,"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones "
0,@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!
0,No snoo-snoo for you 
0,the computers might be operational but there still isn't much to do 
0,"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story... "
0,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho 
0,Watching death race....found out sandra cantu is dead 
0,pizza night and i feel too sick 
0,is playing basketball today? lol. i wanna go to the pub 
0,"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness."
0,is not impressed with the rain- I wanted to go market shopping  bleh.
0,@choadmalma i wish i could link things as good as you 
0,yep...it's been 6 weeks  A lady at our church is watching her.
0,"@darraghdoyle ah pox, say it isn't so "
0,it's raining outside. looks like snow but it's raining 
0,@mousenator cry? 
0,@andy_cyrus im still awake too lol cant sleep  glad your up tho (:
0,@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.
0,"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it.... "
0,@iamnipper last week  they've got the bike minus a saddle
0,@justagirl79 That's great about your license! Wish you'd got the rest of it back. 
0,pissed coz a friend is to busy to see me2day 
0,coffee @33 is turning into Starbucks (feral children-wise) 
0,"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet "
0,At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. 
0,@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!
0,tiredd  nothing to do today 
0,@gvenk Thanks! @AlexanderNL Sorry 
0,Mew  Today is a prescribed opiate day me thinks - grr 
0,@ladybug27 Damn! I missed out? Why didn't you invite me? 
0,@RellyAB will likely be unable to attend - crying all the way home 
0,@spanx except I missed last weeks S.Lee and now it's gone from iPlayer 
0,@jamrock where did Top Cat go? 
0,has got a cold coming  how shite!!
0,@kev_nz LOL better let aboy021 know if he's doing the deploy before his 9:30 bedtime. Hope you are feeling better. Being sick sux 
0,not able to sleep.  
0,"That was it folks, spring's gone and winter is back...it's snowing outside "
0,pissed coz a friend is too busy to see me2day 
0,@Bradqb13 I know the feeling man. Just lay low for a while. Some people are just like that ... 
0,"weather cloudy again, everyday same time rainy  "
0,is revising 
0,@catvix I am? News to me. And sorry to hear about the job 
0,"Red Jaguars, Blue Barracudas, Green Monkeys, Orange Iguanas, Purple Parrots and Silver Snakes... remember Legends of the Hiddent Temple? "
0,"@hairpins haha well what makes you think you don't use big words too? SADISTIC! :p what did i say any way? and no i don't, sorry babe "
0,"@Frumph I'd hug you, too!  Poor Frumph.....  "
0,Andre Riue on neighbours..what has the world come to...internets down  lol
0,"Looks like rain today, bet it buckets down as soon as I step outside front door, always the way !!!!, downhill all the way from today "
0,@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant 
0,Coughing up a lung - again !  I've had this on and off since Xmas 
0,ive got a poorly tongue after i burnt it on my Chilli last night  Had a lovely day yday to.. thanks guys!
0,Im up guys  lloll
0,@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.
0,@lauraEchilds fine I wont make it up to you  check your dm?
0,quite sick going to doctor now 
0,bad day 
0,Taking the rents to the airport...not excited about being up this early.Have to go to work at 8. 
0,"just poked herself in the eye the mascara  but i love mascara, its a god sent"
0,"@MichAtagana Shame, what's wrong? "
0,I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day 
0,Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!
